"id","substance_code_id/id"
hc_base.subs_code_710551003,hc_base.subs_code_710551003_hc_vs_substance_code
hc_base.subs_code_710711004,hc_base.subs_code_710711004_hc_vs_substance_code
hc_base.subs_code_120649000,hc_base.subs_code_120649000_hc_vs_substance_code
hc_base.subs_code_120790005,hc_base.subs_code_120790005_hc_vs_substance_code
hc_base.subs_code_259852004,hc_base.subs_code_259852004_hc_vs_substance_code
hc_base.subs_code_708752000,hc_base.subs_code_708752000_hc_vs_substance_code
hc_base.subs_code_710710003,hc_base.subs_code_710710003_hc_vs_substance_code
hc_base.subs_code_120783000,hc_base.subs_code_120783000_hc_vs_substance_code
hc_base.subs_code_120913003,hc_base.subs_code_120913003_hc_vs_substance_code
hc_base.subs_code_120786008,hc_base.subs_code_120786008_hc_vs_substance_code
hc_base.subs_code_120789001,hc_base.subs_code_120789001_hc_vs_substance_code
hc_base.subs_code_709829001,hc_base.subs_code_709829001_hc_vs_substance_code
hc_base.subs_code_18659000,hc_base.subs_code_18659000_hc_vs_substance_code
hc_base.subs_code_120901008,hc_base.subs_code_120901008_hc_vs_substance_code
hc_base.subs_code_709871000,hc_base.subs_code_709871000_hc_vs_substance_code
hc_base.subs_code_709865006,hc_base.subs_code_709865006_hc_vs_substance_code
hc_base.subs_code_709793001,hc_base.subs_code_709793001_hc_vs_substance_code
hc_base.subs_code_709866007,hc_base.subs_code_709866007_hc_vs_substance_code
hc_base.subs_code_709867003,hc_base.subs_code_709867003_hc_vs_substance_code
hc_base.subs_code_709868008,hc_base.subs_code_709868008_hc_vs_substance_code
hc_base.subs_code_720319004,hc_base.subs_code_720319004_hc_vs_substance_code
hc_base.subs_code_120657002,hc_base.subs_code_120657002_hc_vs_substance_code
hc_base.subs_code_709775002,hc_base.subs_code_709775002_hc_vs_substance_code
hc_base.subs_code_709776001,hc_base.subs_code_709776001_hc_vs_substance_code
hc_base.subs_code_709777005,hc_base.subs_code_709777005_hc_vs_substance_code
hc_base.subs_code_120885003,hc_base.subs_code_120885003_hc_vs_substance_code
hc_base.subs_code_710366001,hc_base.subs_code_710366001_hc_vs_substance_code
hc_base.subs_code_120881007,hc_base.subs_code_120881007_hc_vs_substance_code
hc_base.subs_code_116942002,hc_base.subs_code_116942002_hc_vs_substance_code
hc_base.subs_code_116899009,hc_base.subs_code_116899009_hc_vs_substance_code
hc_base.subs_code_116943007,hc_base.subs_code_116943007_hc_vs_substance_code
hc_base.subs_code_710588000,hc_base.subs_code_710588000_hc_vs_substance_code
hc_base.subs_code_120883005,hc_base.subs_code_120883005_hc_vs_substance_code
hc_base.subs_code_120887006,hc_base.subs_code_120887006_hc_vs_substance_code
hc_base.subs_code_710367005,hc_base.subs_code_710367005_hc_vs_substance_code
hc_base.subs_code_710368000,hc_base.subs_code_710368000_hc_vs_substance_code
hc_base.subs_code_710589008,hc_base.subs_code_710589008_hc_vs_substance_code
hc_base.subs_code_120926004,hc_base.subs_code_120926004_hc_vs_substance_code
hc_base.subs_code_710369008,hc_base.subs_code_710369008_hc_vs_substance_code
hc_base.subs_code_120750007,hc_base.subs_code_120750007_hc_vs_substance_code
hc_base.subs_code_120749007,hc_base.subs_code_120749007_hc_vs_substance_code
hc_base.subs_code_710376003,hc_base.subs_code_710376003_hc_vs_substance_code
hc_base.subs_code_710595009,hc_base.subs_code_710595009_hc_vs_substance_code
hc_base.subs_code_120669005,hc_base.subs_code_120669005_hc_vs_substance_code
hc_base.subs_code_120905004,hc_base.subs_code_120905004_hc_vs_substance_code
hc_base.subs_code_710398007,hc_base.subs_code_710398007_hc_vs_substance_code
hc_base.subs_code_710612001,hc_base.subs_code_710612001_hc_vs_substance_code
hc_base.subs_code_710399004,hc_base.subs_code_710399004_hc_vs_substance_code
hc_base.subs_code_120673008,hc_base.subs_code_120673008_hc_vs_substance_code
hc_base.subs_code_120659004,hc_base.subs_code_120659004_hc_vs_substance_code
hc_base.subs_code_708098009,hc_base.subs_code_708098009_hc_vs_substance_code
hc_base.subs_code_710415007,hc_base.subs_code_710415007_hc_vs_substance_code
hc_base.subs_code_710627001,hc_base.subs_code_710627001_hc_vs_substance_code
hc_base.subs_code_120826000,hc_base.subs_code_120826000_hc_vs_substance_code
hc_base.subs_code_120827009,hc_base.subs_code_120827009_hc_vs_substance_code
hc_base.subs_code_120667007,hc_base.subs_code_120667007_hc_vs_substance_code
hc_base.subs_code_120666003,hc_base.subs_code_120666003_hc_vs_substance_code
hc_base.subs_code_709798005,hc_base.subs_code_709798005_hc_vs_substance_code
hc_base.subs_code_710658000,hc_base.subs_code_710658000_hc_vs_substance_code
hc_base.subs_code_709797000,hc_base.subs_code_709797000_hc_vs_substance_code
hc_base.subs_code_120764007,hc_base.subs_code_120764007_hc_vs_substance_code
hc_base.subs_code_120960006,hc_base.subs_code_120960006_hc_vs_substance_code
hc_base.subs_code_708759009,hc_base.subs_code_708759009_hc_vs_substance_code
hc_base.subs_code_708774006,hc_base.subs_code_708774006_hc_vs_substance_code
hc_base.subs_code_710458006,hc_base.subs_code_710458006_hc_vs_substance_code
hc_base.subs_code_709799002,hc_base.subs_code_709799002_hc_vs_substance_code
hc_base.subs_code_719965000,hc_base.subs_code_719965000_hc_vs_substance_code
hc_base.subs_code_20215008,hc_base.subs_code_20215008_hc_vs_substance_code
hc_base.subs_code_720269005,hc_base.subs_code_720269005_hc_vs_substance_code
hc_base.subs_code_720275001,hc_base.subs_code_720275001_hc_vs_substance_code
hc_base.subs_code_720295007,hc_base.subs_code_720295007_hc_vs_substance_code
hc_base.subs_code_120832005,hc_base.subs_code_120832005_hc_vs_substance_code
hc_base.subs_code_120836008,hc_base.subs_code_120836008_hc_vs_substance_code
hc_base.subs_code_120837004,hc_base.subs_code_120837004_hc_vs_substance_code
hc_base.subs_code_120851004,hc_base.subs_code_120851004_hc_vs_substance_code
hc_base.subs_code_709817005,hc_base.subs_code_709817005_hc_vs_substance_code
hc_base.subs_code_720268002,hc_base.subs_code_720268002_hc_vs_substance_code
hc_base.subs_code_120852006,hc_base.subs_code_120852006_hc_vs_substance_code
hc_base.subs_code_120775006,hc_base.subs_code_120775006_hc_vs_substance_code
hc_base.subs_code_120776007,hc_base.subs_code_120776007_hc_vs_substance_code
hc_base.subs_code_708766005,hc_base.subs_code_708766005_hc_vs_substance_code
hc_base.subs_code_710518007,hc_base.subs_code_710518007_hc_vs_substance_code
hc_base.subs_code_710696004,hc_base.subs_code_710696004_hc_vs_substance_code
hc_base.subs_code_79769009,hc_base.subs_code_79769009_hc_vs_substance_code
hc_base.subs_code_259859008,hc_base.subs_code_259859008_hc_vs_substance_code
hc_base.subs_code_120899004,hc_base.subs_code_120899004_hc_vs_substance_code
hc_base.subs_code_120668002,hc_base.subs_code_120668002_hc_vs_substance_code
hc_base.subs_code_120759008,hc_base.subs_code_120759008_hc_vs_substance_code
hc_base.subs_code_259860003,hc_base.subs_code_259860003_hc_vs_substance_code
hc_base.subs_code_259861004,hc_base.subs_code_259861004_hc_vs_substance_code
hc_base.subs_code_120895005,hc_base.subs_code_120895005_hc_vs_substance_code
hc_base.subs_code_709883003,hc_base.subs_code_709883003_hc_vs_substance_code
hc_base.subs_code_709884009,hc_base.subs_code_709884009_hc_vs_substance_code
hc_base.subs_code_709885005,hc_base.subs_code_709885005_hc_vs_substance_code
hc_base.subs_code_709886006,hc_base.subs_code_709886006_hc_vs_substance_code
hc_base.subs_code_709882008,hc_base.subs_code_709882008_hc_vs_substance_code
hc_base.subs_code_709887002,hc_base.subs_code_709887002_hc_vs_substance_code
hc_base.subs_code_709893005,hc_base.subs_code_709893005_hc_vs_substance_code
hc_base.subs_code_709892000,hc_base.subs_code_709892000_hc_vs_substance_code
hc_base.subs_code_709888007,hc_base.subs_code_709888007_hc_vs_substance_code
hc_base.subs_code_709889004,hc_base.subs_code_709889004_hc_vs_substance_code
hc_base.subs_code_259862006,hc_base.subs_code_259862006_hc_vs_substance_code
hc_base.subs_code_120944007,hc_base.subs_code_120944007_hc_vs_substance_code
hc_base.subs_code_710364003,hc_base.subs_code_710364003_hc_vs_substance_code
hc_base.subs_code_719969006,hc_base.subs_code_719969006_hc_vs_substance_code
hc_base.subs_code_719970007,hc_base.subs_code_719970007_hc_vs_substance_code
hc_base.subs_code_710586001,hc_base.subs_code_710586001_hc_vs_substance_code
hc_base.subs_code_117161006,hc_base.subs_code_117161006_hc_vs_substance_code
hc_base.subs_code_710365002,hc_base.subs_code_710365002_hc_vs_substance_code
hc_base.subs_code_710587005,hc_base.subs_code_710587005_hc_vs_substance_code
hc_base.subs_code_120760003,hc_base.subs_code_120760003_hc_vs_substance_code
hc_base.subs_code_709693008,hc_base.subs_code_709693008_hc_vs_substance_code
hc_base.subs_code_709695001,hc_base.subs_code_709695001_hc_vs_substance_code
hc_base.subs_code_709696000,hc_base.subs_code_709696000_hc_vs_substance_code
hc_base.subs_code_444088001,hc_base.subs_code_444088001_hc_vs_substance_code
hc_base.subs_code_120820006,hc_base.subs_code_120820006_hc_vs_substance_code
hc_base.subs_code_710371008,hc_base.subs_code_710371008_hc_vs_substance_code
hc_base.subs_code_710370009,hc_base.subs_code_710370009_hc_vs_substance_code
hc_base.subs_code_710590004,hc_base.subs_code_710590004_hc_vs_substance_code
hc_base.subs_code_120948005,hc_base.subs_code_120948005_hc_vs_substance_code
hc_base.subs_code_259864007,hc_base.subs_code_259864007_hc_vs_substance_code
hc_base.subs_code_120955007,hc_base.subs_code_120955007_hc_vs_substance_code
hc_base.subs_code_120655005,hc_base.subs_code_120655005_hc_vs_substance_code
hc_base.subs_code_120816007,hc_base.subs_code_120816007_hc_vs_substance_code
hc_base.subs_code_443795006,hc_base.subs_code_443795006_hc_vs_substance_code
hc_base.subs_code_710429008,hc_base.subs_code_710429008_hc_vs_substance_code
hc_base.subs_code_710430003,hc_base.subs_code_710430003_hc_vs_substance_code
hc_base.subs_code_710637006,hc_base.subs_code_710637006_hc_vs_substance_code
hc_base.subs_code_120785007,hc_base.subs_code_120785007_hc_vs_substance_code
hc_base.subs_code_120787004,hc_base.subs_code_120787004_hc_vs_substance_code
hc_base.subs_code_710438005,hc_base.subs_code_710438005_hc_vs_substance_code
hc_base.subs_code_120779000,hc_base.subs_code_120779000_hc_vs_substance_code
hc_base.subs_code_710439002,hc_base.subs_code_710439002_hc_vs_substance_code
hc_base.subs_code_720012001,hc_base.subs_code_720012001_hc_vs_substance_code
hc_base.subs_code_720247003,hc_base.subs_code_720247003_hc_vs_substance_code
hc_base.subs_code_720248008,hc_base.subs_code_720248008_hc_vs_substance_code
hc_base.subs_code_720249000,hc_base.subs_code_720249000_hc_vs_substance_code
hc_base.subs_code_710645001,hc_base.subs_code_710645001_hc_vs_substance_code
hc_base.subs_code_259865008,hc_base.subs_code_259865008_hc_vs_substance_code
hc_base.subs_code_120728006,hc_base.subs_code_120728006_hc_vs_substance_code
hc_base.subs_code_372251002,hc_base.subs_code_372251002_hc_vs_substance_code
hc_base.subs_code_120765008,hc_base.subs_code_120765008_hc_vs_substance_code
hc_base.subs_code_720078008,hc_base.subs_code_720078008_hc_vs_substance_code
hc_base.subs_code_120769002,hc_base.subs_code_120769002_hc_vs_substance_code
hc_base.subs_code_120766009,hc_base.subs_code_120766009_hc_vs_substance_code
hc_base.subs_code_120768005,hc_base.subs_code_120768005_hc_vs_substance_code
hc_base.subs_code_120772009,hc_base.subs_code_120772009_hc_vs_substance_code
hc_base.subs_code_720079000,hc_base.subs_code_720079000_hc_vs_substance_code
hc_base.subs_code_720073004,hc_base.subs_code_720073004_hc_vs_substance_code
hc_base.subs_code_720075006,hc_base.subs_code_720075006_hc_vs_substance_code
hc_base.subs_code_722737005,hc_base.subs_code_722737005_hc_vs_substance_code
hc_base.subs_code_720136000,hc_base.subs_code_720136000_hc_vs_substance_code
hc_base.subs_code_259866009,hc_base.subs_code_259866009_hc_vs_substance_code
hc_base.subs_code_117217008,hc_base.subs_code_117217008_hc_vs_substance_code
hc_base.subs_code_120835007,hc_base.subs_code_120835007_hc_vs_substance_code
hc_base.subs_code_710486003,hc_base.subs_code_710486003_hc_vs_substance_code
hc_base.subs_code_720199009,hc_base.subs_code_720199009_hc_vs_substance_code
hc_base.subs_code_720201006,hc_base.subs_code_720201006_hc_vs_substance_code
hc_base.subs_code_720202004,hc_base.subs_code_720202004_hc_vs_substance_code
hc_base.subs_code_120838009,hc_base.subs_code_120838009_hc_vs_substance_code
hc_base.subs_code_120745001,hc_base.subs_code_120745001_hc_vs_substance_code
hc_base.subs_code_710496007,hc_base.subs_code_710496007_hc_vs_substance_code
hc_base.subs_code_710493004,hc_base.subs_code_710493004_hc_vs_substance_code
hc_base.subs_code_710494005,hc_base.subs_code_710494005_hc_vs_substance_code
hc_base.subs_code_710495006,hc_base.subs_code_710495006_hc_vs_substance_code
hc_base.subs_code_710498008,hc_base.subs_code_710498008_hc_vs_substance_code
hc_base.subs_code_120853001,hc_base.subs_code_120853001_hc_vs_substance_code
hc_base.subs_code_120746000,hc_base.subs_code_120746000_hc_vs_substance_code
hc_base.subs_code_120893003,hc_base.subs_code_120893003_hc_vs_substance_code
hc_base.subs_code_120854007,hc_base.subs_code_120854007_hc_vs_substance_code
hc_base.subs_code_259867000,hc_base.subs_code_259867000_hc_vs_substance_code
hc_base.subs_code_444016007,hc_base.subs_code_444016007_hc_vs_substance_code
hc_base.subs_code_120670006,hc_base.subs_code_120670006_hc_vs_substance_code
hc_base.subs_code_120884004,hc_base.subs_code_120884004_hc_vs_substance_code
hc_base.subs_code_120798003,hc_base.subs_code_120798003_hc_vs_substance_code
hc_base.subs_code_449851001,hc_base.subs_code_449851001_hc_vs_substance_code
hc_base.subs_code_259868005,hc_base.subs_code_259868005_hc_vs_substance_code
hc_base.subs_code_415738004,hc_base.subs_code_415738004_hc_vs_substance_code
hc_base.subs_code_120724008,hc_base.subs_code_120724008_hc_vs_substance_code
hc_base.subs_code_444047001,hc_base.subs_code_444047001_hc_vs_substance_code
hc_base.subs_code_120770001,hc_base.subs_code_120770001_hc_vs_substance_code
hc_base.subs_code_120900009,hc_base.subs_code_120900009_hc_vs_substance_code
hc_base.subs_code_372150006,hc_base.subs_code_372150006_hc_vs_substance_code
hc_base.subs_code_120846005,hc_base.subs_code_120846005_hc_vs_substance_code
hc_base.subs_code_444140001,hc_base.subs_code_444140001_hc_vs_substance_code
hc_base.subs_code_444048006,hc_base.subs_code_444048006_hc_vs_substance_code
hc_base.subs_code_77767001,hc_base.subs_code_77767001_hc_vs_substance_code
hc_base.subs_code_120726005,hc_base.subs_code_120726005_hc_vs_substance_code
hc_base.subs_code_121247002,hc_base.subs_code_121247002_hc_vs_substance_code
hc_base.subs_code_444105002,hc_base.subs_code_444105002_hc_vs_substance_code
hc_base.subs_code_409690002,hc_base.subs_code_409690002_hc_vs_substance_code
hc_base.subs_code_709909003,hc_base.subs_code_709909003_hc_vs_substance_code
hc_base.subs_code_719966004,hc_base.subs_code_719966004_hc_vs_substance_code
hc_base.subs_code_709897006,hc_base.subs_code_709897006_hc_vs_substance_code
hc_base.subs_code_709898001,hc_base.subs_code_709898001_hc_vs_substance_code
hc_base.subs_code_709899009,hc_base.subs_code_709899009_hc_vs_substance_code
hc_base.subs_code_709900004,hc_base.subs_code_709900004_hc_vs_substance_code
hc_base.subs_code_709912000,hc_base.subs_code_709912000_hc_vs_substance_code
hc_base.subs_code_709913005,hc_base.subs_code_709913005_hc_vs_substance_code
hc_base.subs_code_709914004,hc_base.subs_code_709914004_hc_vs_substance_code
hc_base.subs_code_709915003,hc_base.subs_code_709915003_hc_vs_substance_code
hc_base.subs_code_709916002,hc_base.subs_code_709916002_hc_vs_substance_code
hc_base.subs_code_709917006,hc_base.subs_code_709917006_hc_vs_substance_code
hc_base.subs_code_709918001,hc_base.subs_code_709918001_hc_vs_substance_code
hc_base.subs_code_720146003,hc_base.subs_code_720146003_hc_vs_substance_code
hc_base.subs_code_709920003,hc_base.subs_code_709920003_hc_vs_substance_code
hc_base.subs_code_709930007,hc_base.subs_code_709930007_hc_vs_substance_code
hc_base.subs_code_709931006,hc_base.subs_code_709931006_hc_vs_substance_code
hc_base.subs_code_720240001,hc_base.subs_code_720240001_hc_vs_substance_code
hc_base.subs_code_709945000,hc_base.subs_code_709945000_hc_vs_substance_code
hc_base.subs_code_709946004,hc_base.subs_code_709946004_hc_vs_substance_code
hc_base.subs_code_709948003,hc_base.subs_code_709948003_hc_vs_substance_code
hc_base.subs_code_709976006,hc_base.subs_code_709976006_hc_vs_substance_code
hc_base.subs_code_709950006,hc_base.subs_code_709950006_hc_vs_substance_code
hc_base.subs_code_709951005,hc_base.subs_code_709951005_hc_vs_substance_code
hc_base.subs_code_720121003,hc_base.subs_code_720121003_hc_vs_substance_code
hc_base.subs_code_720122005,hc_base.subs_code_720122005_hc_vs_substance_code
hc_base.subs_code_709952003,hc_base.subs_code_709952003_hc_vs_substance_code
hc_base.subs_code_709955001,hc_base.subs_code_709955001_hc_vs_substance_code
hc_base.subs_code_709958004,hc_base.subs_code_709958004_hc_vs_substance_code
hc_base.subs_code_709959007,hc_base.subs_code_709959007_hc_vs_substance_code
hc_base.subs_code_709961003,hc_base.subs_code_709961003_hc_vs_substance_code
hc_base.subs_code_709962005,hc_base.subs_code_709962005_hc_vs_substance_code
hc_base.subs_code_709963000,hc_base.subs_code_709963000_hc_vs_substance_code
hc_base.subs_code_720273008,hc_base.subs_code_720273008_hc_vs_substance_code
hc_base.subs_code_720274002,hc_base.subs_code_720274002_hc_vs_substance_code
hc_base.subs_code_709965007,hc_base.subs_code_709965007_hc_vs_substance_code
hc_base.subs_code_720284001,hc_base.subs_code_720284001_hc_vs_substance_code
hc_base.subs_code_720285000,hc_base.subs_code_720285000_hc_vs_substance_code
hc_base.subs_code_709967004,hc_base.subs_code_709967004_hc_vs_substance_code
hc_base.subs_code_720286004,hc_base.subs_code_720286004_hc_vs_substance_code
hc_base.subs_code_720287008,hc_base.subs_code_720287008_hc_vs_substance_code
hc_base.subs_code_709968009,hc_base.subs_code_709968009_hc_vs_substance_code
hc_base.subs_code_709904008,hc_base.subs_code_709904008_hc_vs_substance_code
hc_base.subs_code_709905009,hc_base.subs_code_709905009_hc_vs_substance_code
hc_base.subs_code_720293000,hc_base.subs_code_720293000_hc_vs_substance_code
hc_base.subs_code_720294006,hc_base.subs_code_720294006_hc_vs_substance_code
hc_base.subs_code_720296008,hc_base.subs_code_720296008_hc_vs_substance_code
hc_base.subs_code_709969001,hc_base.subs_code_709969001_hc_vs_substance_code
hc_base.subs_code_720297004,hc_base.subs_code_720297004_hc_vs_substance_code
hc_base.subs_code_720298009,hc_base.subs_code_720298009_hc_vs_substance_code
hc_base.subs_code_709974009,hc_base.subs_code_709974009_hc_vs_substance_code
hc_base.subs_code_709970000,hc_base.subs_code_709970000_hc_vs_substance_code
hc_base.subs_code_709971001,hc_base.subs_code_709971001_hc_vs_substance_code
hc_base.subs_code_709972008,hc_base.subs_code_709972008_hc_vs_substance_code
hc_base.subs_code_709973003,hc_base.subs_code_709973003_hc_vs_substance_code
hc_base.subs_code_372155001,hc_base.subs_code_372155001_hc_vs_substance_code
hc_base.subs_code_372157009,hc_base.subs_code_372157009_hc_vs_substance_code
hc_base.subs_code_372159007,hc_base.subs_code_372159007_hc_vs_substance_code
hc_base.subs_code_372160002,hc_base.subs_code_372160002_hc_vs_substance_code
hc_base.subs_code_444011002,hc_base.subs_code_444011002_hc_vs_substance_code
hc_base.subs_code_444318003,hc_base.subs_code_444318003_hc_vs_substance_code
hc_base.subs_code_444314001,hc_base.subs_code_444314001_hc_vs_substance_code
hc_base.subs_code_444184001,hc_base.subs_code_444184001_hc_vs_substance_code
hc_base.subs_code_710372001,hc_base.subs_code_710372001_hc_vs_substance_code
hc_base.subs_code_710591000,hc_base.subs_code_710591000_hc_vs_substance_code
hc_base.subs_code_121243003,hc_base.subs_code_121243003_hc_vs_substance_code
hc_base.subs_code_444202006,hc_base.subs_code_444202006_hc_vs_substance_code
hc_base.subs_code_444103009,hc_base.subs_code_444103009_hc_vs_substance_code
hc_base.subs_code_443794005,hc_base.subs_code_443794005_hc_vs_substance_code
hc_base.subs_code_372162005,hc_base.subs_code_372162005_hc_vs_substance_code
hc_base.subs_code_372163000,hc_base.subs_code_372163000_hc_vs_substance_code
hc_base.subs_code_444186004,hc_base.subs_code_444186004_hc_vs_substance_code
hc_base.subs_code_444139003,hc_base.subs_code_444139003_hc_vs_substance_code
hc_base.subs_code_444038009,hc_base.subs_code_444038009_hc_vs_substance_code
hc_base.subs_code_710402003,hc_base.subs_code_710402003_hc_vs_substance_code
hc_base.subs_code_710616003,hc_base.subs_code_710616003_hc_vs_substance_code
hc_base.subs_code_120773004,hc_base.subs_code_120773004_hc_vs_substance_code
hc_base.subs_code_710416008,hc_base.subs_code_710416008_hc_vs_substance_code
hc_base.subs_code_710628006,hc_base.subs_code_710628006_hc_vs_substance_code
hc_base.subs_code_120814005,hc_base.subs_code_120814005_hc_vs_substance_code
hc_base.subs_code_720087004,hc_base.subs_code_720087004_hc_vs_substance_code
hc_base.subs_code_720088009,hc_base.subs_code_720088009_hc_vs_substance_code
hc_base.subs_code_720062006,hc_base.subs_code_720062006_hc_vs_substance_code
hc_base.subs_code_720063001,hc_base.subs_code_720063001_hc_vs_substance_code
hc_base.subs_code_720064007,hc_base.subs_code_720064007_hc_vs_substance_code
hc_base.subs_code_120941004,hc_base.subs_code_120941004_hc_vs_substance_code
hc_base.subs_code_708089006,hc_base.subs_code_708089006_hc_vs_substance_code
hc_base.subs_code_710426001,hc_base.subs_code_710426001_hc_vs_substance_code
hc_base.subs_code_444067005,hc_base.subs_code_444067005_hc_vs_substance_code
hc_base.subs_code_120734004,hc_base.subs_code_120734004_hc_vs_substance_code
hc_base.subs_code_409680005,hc_base.subs_code_409680005_hc_vs_substance_code
hc_base.subs_code_120872001,hc_base.subs_code_120872001_hc_vs_substance_code
hc_base.subs_code_120873006,hc_base.subs_code_120873006_hc_vs_substance_code
hc_base.subs_code_120874000,hc_base.subs_code_120874000_hc_vs_substance_code
hc_base.subs_code_120879005,hc_base.subs_code_120879005_hc_vs_substance_code
hc_base.subs_code_120825001,hc_base.subs_code_120825001_hc_vs_substance_code
hc_base.subs_code_710428000,hc_base.subs_code_710428000_hc_vs_substance_code
hc_base.subs_code_710636002,hc_base.subs_code_710636002_hc_vs_substance_code
hc_base.subs_code_120878002,hc_base.subs_code_120878002_hc_vs_substance_code
hc_base.subs_code_404246001,hc_base.subs_code_404246001_hc_vs_substance_code
hc_base.subs_code_709827004,hc_base.subs_code_709827004_hc_vs_substance_code
hc_base.subs_code_720235009,hc_base.subs_code_720235009_hc_vs_substance_code
hc_base.subs_code_710641005,hc_base.subs_code_710641005_hc_vs_substance_code
hc_base.subs_code_372250001,hc_base.subs_code_372250001_hc_vs_substance_code
hc_base.subs_code_444183007,hc_base.subs_code_444183007_hc_vs_substance_code
hc_base.subs_code_444641001,hc_base.subs_code_444641001_hc_vs_substance_code
hc_base.subs_code_372161003,hc_base.subs_code_372161003_hc_vs_substance_code
hc_base.subs_code_120684001,hc_base.subs_code_120684001_hc_vs_substance_code
hc_base.subs_code_709796009,hc_base.subs_code_709796009_hc_vs_substance_code
hc_base.subs_code_720119008,hc_base.subs_code_720119008_hc_vs_substance_code
hc_base.subs_code_720120002,hc_base.subs_code_720120002_hc_vs_substance_code
hc_base.subs_code_120685000,hc_base.subs_code_120685000_hc_vs_substance_code
hc_base.subs_code_710445005,hc_base.subs_code_710445005_hc_vs_substance_code
hc_base.subs_code_710649007,hc_base.subs_code_710649007_hc_vs_substance_code
hc_base.subs_code_710444009,hc_base.subs_code_710444009_hc_vs_substance_code
hc_base.subs_code_710446006,hc_base.subs_code_710446006_hc_vs_substance_code
hc_base.subs_code_720116001,hc_base.subs_code_720116001_hc_vs_substance_code
hc_base.subs_code_720118000,hc_base.subs_code_720118000_hc_vs_substance_code
hc_base.subs_code_710648004,hc_base.subs_code_710648004_hc_vs_substance_code
hc_base.subs_code_710650007,hc_base.subs_code_710650007_hc_vs_substance_code
hc_base.subs_code_720138004,hc_base.subs_code_720138004_hc_vs_substance_code
hc_base.subs_code_120695007,hc_base.subs_code_120695007_hc_vs_substance_code
hc_base.subs_code_259854003,hc_base.subs_code_259854003_hc_vs_substance_code
hc_base.subs_code_443792009,hc_base.subs_code_443792009_hc_vs_substance_code
hc_base.subs_code_106188001,hc_base.subs_code_106188001_hc_vs_substance_code
hc_base.subs_code_32609007,hc_base.subs_code_32609007_hc_vs_substance_code
hc_base.subs_code_710448007,hc_base.subs_code_710448007_hc_vs_substance_code
hc_base.subs_code_703485007,hc_base.subs_code_703485007_hc_vs_substance_code
hc_base.subs_code_122450004,hc_base.subs_code_122450004_hc_vs_substance_code
hc_base.subs_code_82409003,hc_base.subs_code_82409003_hc_vs_substance_code
hc_base.subs_code_76128005,hc_base.subs_code_76128005_hc_vs_substance_code
hc_base.subs_code_11447000,hc_base.subs_code_11447000_hc_vs_substance_code
hc_base.subs_code_82645009,hc_base.subs_code_82645009_hc_vs_substance_code
hc_base.subs_code_710450004,hc_base.subs_code_710450004_hc_vs_substance_code
hc_base.subs_code_17627009,hc_base.subs_code_17627009_hc_vs_substance_code
hc_base.subs_code_710449004,hc_base.subs_code_710449004_hc_vs_substance_code
hc_base.subs_code_72165005,hc_base.subs_code_72165005_hc_vs_substance_code
hc_base.subs_code_720107000,hc_base.subs_code_720107000_hc_vs_substance_code
hc_base.subs_code_720108005,hc_base.subs_code_720108005_hc_vs_substance_code
hc_base.subs_code_709831005,hc_base.subs_code_709831005_hc_vs_substance_code
hc_base.subs_code_709832003,hc_base.subs_code_709832003_hc_vs_substance_code
hc_base.subs_code_709833008,hc_base.subs_code_709833008_hc_vs_substance_code
hc_base.subs_code_709834002,hc_base.subs_code_709834002_hc_vs_substance_code
hc_base.subs_code_710451000,hc_base.subs_code_710451000_hc_vs_substance_code
hc_base.subs_code_722794000,hc_base.subs_code_722794000_hc_vs_substance_code
hc_base.subs_code_710652004,hc_base.subs_code_710652004_hc_vs_substance_code
hc_base.subs_code_64629004,hc_base.subs_code_64629004_hc_vs_substance_code
hc_base.subs_code_710453002,hc_base.subs_code_710453002_hc_vs_substance_code
hc_base.subs_code_710654003,hc_base.subs_code_710654003_hc_vs_substance_code
hc_base.subs_code_397584003,hc_base.subs_code_397584003_hc_vs_substance_code
hc_base.subs_code_53117004,hc_base.subs_code_53117004_hc_vs_substance_code
hc_base.subs_code_710452007,hc_base.subs_code_710452007_hc_vs_substance_code
hc_base.subs_code_710653009,hc_base.subs_code_710653009_hc_vs_substance_code
hc_base.subs_code_372165007,hc_base.subs_code_372165007_hc_vs_substance_code
hc_base.subs_code_120804001,hc_base.subs_code_120804001_hc_vs_substance_code
hc_base.subs_code_120962003,hc_base.subs_code_120962003_hc_vs_substance_code
hc_base.subs_code_709790003,hc_base.subs_code_709790003_hc_vs_substance_code
hc_base.subs_code_709791004,hc_base.subs_code_709791004_hc_vs_substance_code
hc_base.subs_code_709792006,hc_base.subs_code_709792006_hc_vs_substance_code
hc_base.subs_code_120908002,hc_base.subs_code_120908002_hc_vs_substance_code
hc_base.subs_code_120929006,hc_base.subs_code_120929006_hc_vs_substance_code
hc_base.subs_code_120924001,hc_base.subs_code_120924001_hc_vs_substance_code
hc_base.subs_code_710421006,hc_base.subs_code_710421006_hc_vs_substance_code
hc_base.subs_code_710631007,hc_base.subs_code_710631007_hc_vs_substance_code
hc_base.subs_code_120927008,hc_base.subs_code_120927008_hc_vs_substance_code
hc_base.subs_code_120912008,hc_base.subs_code_120912008_hc_vs_substance_code
hc_base.subs_code_120898007,hc_base.subs_code_120898007_hc_vs_substance_code
