"id","substance_code_id/id"
hc_base.subs_code_388315005,hc_base.subs_code_388315005_hc_vs_substance_code
hc_base.subs_code_388317002,hc_base.subs_code_388317002_hc_vs_substance_code
hc_base.subs_code_388321009,hc_base.subs_code_388321009_hc_vs_substance_code
hc_base.subs_code_703042007,hc_base.subs_code_703042007_hc_vs_substance_code
hc_base.subs_code_703044008,hc_base.subs_code_703044008_hc_vs_substance_code
hc_base.subs_code_388324001,hc_base.subs_code_388324001_hc_vs_substance_code
hc_base.subs_code_388346009,hc_base.subs_code_388346009_hc_vs_substance_code
hc_base.subs_code_407137008,hc_base.subs_code_407137008_hc_vs_substance_code
hc_base.subs_code_388325000,hc_base.subs_code_388325000_hc_vs_substance_code
hc_base.subs_code_388347000,hc_base.subs_code_388347000_hc_vs_substance_code
hc_base.subs_code_388348005,hc_base.subs_code_388348005_hc_vs_substance_code
hc_base.subs_code_388327008,hc_base.subs_code_388327008_hc_vs_substance_code
hc_base.subs_code_388326004,hc_base.subs_code_388326004_hc_vs_substance_code
hc_base.subs_code_388328003,hc_base.subs_code_388328003_hc_vs_substance_code
hc_base.subs_code_388329006,hc_base.subs_code_388329006_hc_vs_substance_code
hc_base.subs_code_388349002,hc_base.subs_code_388349002_hc_vs_substance_code
hc_base.subs_code_388330001,hc_base.subs_code_388330001_hc_vs_substance_code
hc_base.subs_code_388331002,hc_base.subs_code_388331002_hc_vs_substance_code
hc_base.subs_code_388350002,hc_base.subs_code_388350002_hc_vs_substance_code
hc_base.subs_code_388351003,hc_base.subs_code_388351003_hc_vs_substance_code
hc_base.subs_code_388332009,hc_base.subs_code_388332009_hc_vs_substance_code
hc_base.subs_code_450323004,hc_base.subs_code_450323004_hc_vs_substance_code
hc_base.subs_code_387847008,hc_base.subs_code_387847008_hc_vs_substance_code
hc_base.subs_code_388153007,hc_base.subs_code_388153007_hc_vs_substance_code
hc_base.subs_code_388028006,hc_base.subs_code_388028006_hc_vs_substance_code
hc_base.subs_code_388064007,hc_base.subs_code_388064007_hc_vs_substance_code
hc_base.subs_code_387997008,hc_base.subs_code_387997008_hc_vs_substance_code
hc_base.subs_code_387996004,hc_base.subs_code_387996004_hc_vs_substance_code
hc_base.subs_code_388018002,hc_base.subs_code_388018002_hc_vs_substance_code
hc_base.subs_code_387982005,hc_base.subs_code_387982005_hc_vs_substance_code
hc_base.subs_code_388050007,hc_base.subs_code_388050007_hc_vs_substance_code
hc_base.subs_code_388061004,hc_base.subs_code_388061004_hc_vs_substance_code
hc_base.subs_code_388126008,hc_base.subs_code_388126008_hc_vs_substance_code
hc_base.subs_code_388111006,hc_base.subs_code_388111006_hc_vs_substance_code
hc_base.subs_code_388030008,hc_base.subs_code_388030008_hc_vs_substance_code
hc_base.subs_code_387974005,hc_base.subs_code_387974005_hc_vs_substance_code
hc_base.subs_code_444626001,hc_base.subs_code_444626001_hc_vs_substance_code
hc_base.subs_code_388119008,hc_base.subs_code_388119008_hc_vs_substance_code
hc_base.subs_code_388190008,hc_base.subs_code_388190008_hc_vs_substance_code
hc_base.subs_code_388108005,hc_base.subs_code_388108005_hc_vs_substance_code
hc_base.subs_code_388192000,hc_base.subs_code_388192000_hc_vs_substance_code
hc_base.subs_code_388154001,hc_base.subs_code_388154001_hc_vs_substance_code
hc_base.subs_code_387964007,hc_base.subs_code_387964007_hc_vs_substance_code
hc_base.subs_code_388151009,hc_base.subs_code_388151009_hc_vs_substance_code
hc_base.subs_code_387981003,hc_base.subs_code_387981003_hc_vs_substance_code
hc_base.subs_code_388191007,hc_base.subs_code_388191007_hc_vs_substance_code
hc_base.subs_code_388085007,hc_base.subs_code_388085007_hc_vs_substance_code
hc_base.subs_code_388019005,hc_base.subs_code_388019005_hc_vs_substance_code
hc_base.subs_code_387987004,hc_base.subs_code_387987004_hc_vs_substance_code
hc_base.subs_code_388210003,hc_base.subs_code_388210003_hc_vs_substance_code
hc_base.subs_code_388147007,hc_base.subs_code_388147007_hc_vs_substance_code
hc_base.subs_code_388069002,hc_base.subs_code_388069002_hc_vs_substance_code
hc_base.subs_code_388070001,hc_base.subs_code_388070001_hc_vs_substance_code
hc_base.subs_code_388107000,hc_base.subs_code_388107000_hc_vs_substance_code
hc_base.subs_code_388186006,hc_base.subs_code_388186006_hc_vs_substance_code
hc_base.subs_code_388037006,hc_base.subs_code_388037006_hc_vs_substance_code
hc_base.subs_code_388081003,hc_base.subs_code_388081003_hc_vs_substance_code
hc_base.subs_code_387983000,hc_base.subs_code_387983000_hc_vs_substance_code
hc_base.subs_code_388072009,hc_base.subs_code_388072009_hc_vs_substance_code
hc_base.subs_code_388128009,hc_base.subs_code_388128009_hc_vs_substance_code
hc_base.subs_code_388112004,hc_base.subs_code_388112004_hc_vs_substance_code
hc_base.subs_code_388149005,hc_base.subs_code_388149005_hc_vs_substance_code
hc_base.subs_code_388020004,hc_base.subs_code_388020004_hc_vs_substance_code
hc_base.subs_code_388156004,hc_base.subs_code_388156004_hc_vs_substance_code
hc_base.subs_code_388152002,hc_base.subs_code_388152002_hc_vs_substance_code
hc_base.subs_code_388023002,hc_base.subs_code_388023002_hc_vs_substance_code
hc_base.subs_code_388025009,hc_base.subs_code_388025009_hc_vs_substance_code
hc_base.subs_code_388175009,hc_base.subs_code_388175009_hc_vs_substance_code
hc_base.subs_code_388078008,hc_base.subs_code_388078008_hc_vs_substance_code
hc_base.subs_code_388203009,hc_base.subs_code_388203009_hc_vs_substance_code
hc_base.subs_code_388172007,hc_base.subs_code_388172007_hc_vs_substance_code
hc_base.subs_code_388059008,hc_base.subs_code_388059008_hc_vs_substance_code
hc_base.subs_code_388060003,hc_base.subs_code_388060003_hc_vs_substance_code
hc_base.subs_code_388165006,hc_base.subs_code_388165006_hc_vs_substance_code
hc_base.subs_code_387989001,hc_base.subs_code_387989001_hc_vs_substance_code
hc_base.subs_code_388055002,hc_base.subs_code_388055002_hc_vs_substance_code
hc_base.subs_code_387990005,hc_base.subs_code_387990005_hc_vs_substance_code
hc_base.subs_code_388080002,hc_base.subs_code_388080002_hc_vs_substance_code
hc_base.subs_code_388197006,hc_base.subs_code_388197006_hc_vs_substance_code
hc_base.subs_code_388188007,hc_base.subs_code_388188007_hc_vs_substance_code
hc_base.subs_code_387980002,hc_base.subs_code_387980002_hc_vs_substance_code
hc_base.subs_code_446073008,hc_base.subs_code_446073008_hc_vs_substance_code
hc_base.subs_code_712628001,hc_base.subs_code_712628001_hc_vs_substance_code
hc_base.subs_code_388207005,hc_base.subs_code_388207005_hc_vs_substance_code
hc_base.subs_code_388034004,hc_base.subs_code_388034004_hc_vs_substance_code
hc_base.subs_code_388097008,hc_base.subs_code_388097008_hc_vs_substance_code
hc_base.subs_code_388084006,hc_base.subs_code_388084006_hc_vs_substance_code
hc_base.subs_code_388083000,hc_base.subs_code_388083000_hc_vs_substance_code
hc_base.subs_code_388099006,hc_base.subs_code_388099006_hc_vs_substance_code
hc_base.subs_code_388217000,hc_base.subs_code_388217000_hc_vs_substance_code
hc_base.subs_code_387988009,hc_base.subs_code_387988009_hc_vs_substance_code
hc_base.subs_code_388161002,hc_base.subs_code_388161002_hc_vs_substance_code
hc_base.subs_code_388010009,hc_base.subs_code_388010009_hc_vs_substance_code
hc_base.subs_code_388098003,hc_base.subs_code_388098003_hc_vs_substance_code
hc_base.subs_code_387957005,hc_base.subs_code_387957005_hc_vs_substance_code
hc_base.subs_code_388017007,hc_base.subs_code_388017007_hc_vs_substance_code
hc_base.subs_code_388114003,hc_base.subs_code_388114003_hc_vs_substance_code
hc_base.subs_code_388139007,hc_base.subs_code_388139007_hc_vs_substance_code
hc_base.subs_code_388181001,hc_base.subs_code_388181001_hc_vs_substance_code
hc_base.subs_code_387971002,hc_base.subs_code_387971002_hc_vs_substance_code
hc_base.subs_code_388202004,hc_base.subs_code_388202004_hc_vs_substance_code
hc_base.subs_code_388125007,hc_base.subs_code_388125007_hc_vs_substance_code
hc_base.subs_code_388076007,hc_base.subs_code_388076007_hc_vs_substance_code
hc_base.subs_code_412615000,hc_base.subs_code_412615000_hc_vs_substance_code
hc_base.subs_code_412617008,hc_base.subs_code_412617008_hc_vs_substance_code
hc_base.subs_code_387994001,hc_base.subs_code_387994001_hc_vs_substance_code
hc_base.subs_code_387959008,hc_base.subs_code_387959008_hc_vs_substance_code
hc_base.subs_code_388027001,hc_base.subs_code_388027001_hc_vs_substance_code
hc_base.subs_code_388021000,hc_base.subs_code_388021000_hc_vs_substance_code
hc_base.subs_code_387975006,hc_base.subs_code_387975006_hc_vs_substance_code
hc_base.subs_code_388182008,hc_base.subs_code_388182008_hc_vs_substance_code
hc_base.subs_code_388167003,hc_base.subs_code_388167003_hc_vs_substance_code
hc_base.subs_code_388022007,hc_base.subs_code_388022007_hc_vs_substance_code
hc_base.subs_code_388100003,hc_base.subs_code_388100003_hc_vs_substance_code
hc_base.subs_code_387963001,hc_base.subs_code_387963001_hc_vs_substance_code
hc_base.subs_code_388193005,hc_base.subs_code_388193005_hc_vs_substance_code
hc_base.subs_code_388198001,hc_base.subs_code_388198001_hc_vs_substance_code
hc_base.subs_code_708108002,hc_base.subs_code_708108002_hc_vs_substance_code
hc_base.subs_code_707275008,hc_base.subs_code_707275008_hc_vs_substance_code
hc_base.subs_code_388003003,hc_base.subs_code_388003003_hc_vs_substance_code
hc_base.subs_code_388104007,hc_base.subs_code_388104007_hc_vs_substance_code
hc_base.subs_code_388067000,hc_base.subs_code_388067000_hc_vs_substance_code
hc_base.subs_code_388176005,hc_base.subs_code_388176005_hc_vs_substance_code
hc_base.subs_code_388127004,hc_base.subs_code_388127004_hc_vs_substance_code
hc_base.subs_code_388091009,hc_base.subs_code_388091009_hc_vs_substance_code
hc_base.subs_code_388177001,hc_base.subs_code_388177001_hc_vs_substance_code
hc_base.subs_code_388122005,hc_base.subs_code_388122005_hc_vs_substance_code
hc_base.subs_code_388209008,hc_base.subs_code_388209008_hc_vs_substance_code
hc_base.subs_code_388105008,hc_base.subs_code_388105008_hc_vs_substance_code
hc_base.subs_code_388211004,hc_base.subs_code_388211004_hc_vs_substance_code
hc_base.subs_code_387985007,hc_base.subs_code_387985007_hc_vs_substance_code
hc_base.subs_code_388220008,hc_base.subs_code_388220008_hc_vs_substance_code
hc_base.subs_code_388038001,hc_base.subs_code_388038001_hc_vs_substance_code
hc_base.subs_code_387998003,hc_base.subs_code_387998003_hc_vs_substance_code
hc_base.subs_code_388039009,hc_base.subs_code_388039009_hc_vs_substance_code
hc_base.subs_code_407134001,hc_base.subs_code_407134001_hc_vs_substance_code
hc_base.subs_code_388138004,hc_base.subs_code_388138004_hc_vs_substance_code
hc_base.subs_code_388208000,hc_base.subs_code_388208000_hc_vs_substance_code
hc_base.subs_code_388173002,hc_base.subs_code_388173002_hc_vs_substance_code
hc_base.subs_code_387958000,hc_base.subs_code_387958000_hc_vs_substance_code
hc_base.subs_code_429018001,hc_base.subs_code_429018001_hc_vs_substance_code
hc_base.subs_code_388158003,hc_base.subs_code_388158003_hc_vs_substance_code
hc_base.subs_code_388140009,hc_base.subs_code_388140009_hc_vs_substance_code
hc_base.subs_code_388087004,hc_base.subs_code_388087004_hc_vs_substance_code
hc_base.subs_code_388086008,hc_base.subs_code_388086008_hc_vs_substance_code
hc_base.subs_code_388041005,hc_base.subs_code_388041005_hc_vs_substance_code
hc_base.subs_code_388134002,hc_base.subs_code_388134002_hc_vs_substance_code
hc_base.subs_code_388113009,hc_base.subs_code_388113009_hc_vs_substance_code
hc_base.subs_code_387991009,hc_base.subs_code_387991009_hc_vs_substance_code
hc_base.subs_code_388116001,hc_base.subs_code_388116001_hc_vs_substance_code
hc_base.subs_code_388013006,hc_base.subs_code_388013006_hc_vs_substance_code
hc_base.subs_code_412620000,hc_base.subs_code_412620000_hc_vs_substance_code
hc_base.subs_code_388053009,hc_base.subs_code_388053009_hc_vs_substance_code
hc_base.subs_code_388121003,hc_base.subs_code_388121003_hc_vs_substance_code
hc_base.subs_code_388137009,hc_base.subs_code_388137009_hc_vs_substance_code
hc_base.subs_code_388065008,hc_base.subs_code_388065008_hc_vs_substance_code
hc_base.subs_code_387968005,hc_base.subs_code_387968005_hc_vs_substance_code
hc_base.subs_code_388145004,hc_base.subs_code_388145004_hc_vs_substance_code
hc_base.subs_code_388088009,hc_base.subs_code_388088009_hc_vs_substance_code
hc_base.subs_code_388036002,hc_base.subs_code_388036002_hc_vs_substance_code
hc_base.subs_code_388089001,hc_base.subs_code_388089001_hc_vs_substance_code
hc_base.subs_code_388169000,hc_base.subs_code_388169000_hc_vs_substance_code
hc_base.subs_code_387984006,hc_base.subs_code_387984006_hc_vs_substance_code
hc_base.subs_code_388005005,hc_base.subs_code_388005005_hc_vs_substance_code
hc_base.subs_code_388082005,hc_base.subs_code_388082005_hc_vs_substance_code
hc_base.subs_code_388150005,hc_base.subs_code_388150005_hc_vs_substance_code
hc_base.subs_code_388215008,hc_base.subs_code_388215008_hc_vs_substance_code
hc_base.subs_code_388048004,hc_base.subs_code_388048004_hc_vs_substance_code
hc_base.subs_code_388032000,hc_base.subs_code_388032000_hc_vs_substance_code
hc_base.subs_code_388184009,hc_base.subs_code_388184009_hc_vs_substance_code
hc_base.subs_code_388141008,hc_base.subs_code_388141008_hc_vs_substance_code
hc_base.subs_code_387979000,hc_base.subs_code_387979000_hc_vs_substance_code
hc_base.subs_code_388143006,hc_base.subs_code_388143006_hc_vs_substance_code
hc_base.subs_code_388001001,hc_base.subs_code_388001001_hc_vs_substance_code
hc_base.subs_code_388216009,hc_base.subs_code_388216009_hc_vs_substance_code
hc_base.subs_code_388118000,hc_base.subs_code_388118000_hc_vs_substance_code
hc_base.subs_code_388101004,hc_base.subs_code_388101004_hc_vs_substance_code
hc_base.subs_code_388110007,hc_base.subs_code_388110007_hc_vs_substance_code
hc_base.subs_code_388129001,hc_base.subs_code_388129001_hc_vs_substance_code
hc_base.subs_code_388052004,hc_base.subs_code_388052004_hc_vs_substance_code
hc_base.subs_code_387973004,hc_base.subs_code_387973004_hc_vs_substance_code
hc_base.subs_code_388102006,hc_base.subs_code_388102006_hc_vs_substance_code
hc_base.subs_code_388093007,hc_base.subs_code_388093007_hc_vs_substance_code
hc_base.subs_code_388095000,hc_base.subs_code_388095000_hc_vs_substance_code
hc_base.subs_code_388103001,hc_base.subs_code_388103001_hc_vs_substance_code
hc_base.subs_code_388047009,hc_base.subs_code_388047009_hc_vs_substance_code
hc_base.subs_code_388148002,hc_base.subs_code_388148002_hc_vs_substance_code
hc_base.subs_code_388045001,hc_base.subs_code_388045001_hc_vs_substance_code
hc_base.subs_code_388195003,hc_base.subs_code_388195003_hc_vs_substance_code
hc_base.subs_code_388205002,hc_base.subs_code_388205002_hc_vs_substance_code
hc_base.subs_code_388062006,hc_base.subs_code_388062006_hc_vs_substance_code
hc_base.subs_code_388057005,hc_base.subs_code_388057005_hc_vs_substance_code
hc_base.subs_code_387995000,hc_base.subs_code_387995000_hc_vs_substance_code
hc_base.subs_code_387993007,hc_base.subs_code_387993007_hc_vs_substance_code
hc_base.subs_code_388130006,hc_base.subs_code_388130006_hc_vs_substance_code
hc_base.subs_code_388174008,hc_base.subs_code_388174008_hc_vs_substance_code
hc_base.subs_code_388016003,hc_base.subs_code_388016003_hc_vs_substance_code
hc_base.subs_code_388000000,hc_base.subs_code_388000000_hc_vs_substance_code
hc_base.subs_code_388056001,hc_base.subs_code_388056001_hc_vs_substance_code
hc_base.subs_code_387962006,hc_base.subs_code_387962006_hc_vs_substance_code
hc_base.subs_code_387969002,hc_base.subs_code_387969002_hc_vs_substance_code
hc_base.subs_code_388008007,hc_base.subs_code_388008007_hc_vs_substance_code
hc_base.subs_code_388200007,hc_base.subs_code_388200007_hc_vs_substance_code
hc_base.subs_code_388201006,hc_base.subs_code_388201006_hc_vs_substance_code
hc_base.subs_code_388109002,hc_base.subs_code_388109002_hc_vs_substance_code
hc_base.subs_code_392551007,hc_base.subs_code_392551007_hc_vs_substance_code
hc_base.subs_code_388214007,hc_base.subs_code_388214007_hc_vs_substance_code
hc_base.subs_code_388066009,hc_base.subs_code_388066009_hc_vs_substance_code
hc_base.subs_code_387986008,hc_base.subs_code_387986008_hc_vs_substance_code
hc_base.subs_code_388115002,hc_base.subs_code_388115002_hc_vs_substance_code
hc_base.subs_code_388044002,hc_base.subs_code_388044002_hc_vs_substance_code
hc_base.subs_code_387992002,hc_base.subs_code_387992002_hc_vs_substance_code
hc_base.subs_code_388120002,hc_base.subs_code_388120002_hc_vs_substance_code
hc_base.subs_code_388011008,hc_base.subs_code_388011008_hc_vs_substance_code
hc_base.subs_code_388015004,hc_base.subs_code_388015004_hc_vs_substance_code
hc_base.subs_code_388170004,hc_base.subs_code_388170004_hc_vs_substance_code
hc_base.subs_code_387960003,hc_base.subs_code_387960003_hc_vs_substance_code
hc_base.subs_code_388142001,hc_base.subs_code_388142001_hc_vs_substance_code
hc_base.subs_code_388219002,hc_base.subs_code_388219002_hc_vs_substance_code
hc_base.subs_code_388090005,hc_base.subs_code_388090005_hc_vs_substance_code
hc_base.subs_code_388106009,hc_base.subs_code_388106009_hc_vs_substance_code
hc_base.subs_code_388092002,hc_base.subs_code_388092002_hc_vs_substance_code
hc_base.subs_code_388178006,hc_base.subs_code_388178006_hc_vs_substance_code
hc_base.subs_code_387966009,hc_base.subs_code_387966009_hc_vs_substance_code
hc_base.subs_code_388117005,hc_base.subs_code_388117005_hc_vs_substance_code
hc_base.subs_code_388213001,hc_base.subs_code_388213001_hc_vs_substance_code
hc_base.subs_code_412626006,hc_base.subs_code_412626006_hc_vs_substance_code
hc_base.subs_code_412629004,hc_base.subs_code_412629004_hc_vs_substance_code
hc_base.subs_code_707555003,hc_base.subs_code_707555003_hc_vs_substance_code
hc_base.subs_code_707561000,hc_base.subs_code_707561000_hc_vs_substance_code
hc_base.subs_code_412628007,hc_base.subs_code_412628007_hc_vs_substance_code
hc_base.subs_code_388259004,hc_base.subs_code_388259004_hc_vs_substance_code
hc_base.subs_code_388262001,hc_base.subs_code_388262001_hc_vs_substance_code
hc_base.subs_code_388263006,hc_base.subs_code_388263006_hc_vs_substance_code
hc_base.subs_code_388264000,hc_base.subs_code_388264000_hc_vs_substance_code
hc_base.subs_code_388265004,hc_base.subs_code_388265004_hc_vs_substance_code
hc_base.subs_code_388267007,hc_base.subs_code_388267007_hc_vs_substance_code
hc_base.subs_code_388269005,hc_base.subs_code_388269005_hc_vs_substance_code
hc_base.subs_code_388241002,hc_base.subs_code_388241002_hc_vs_substance_code
hc_base.subs_code_388270006,hc_base.subs_code_388270006_hc_vs_substance_code
hc_base.subs_code_388271005,hc_base.subs_code_388271005_hc_vs_substance_code
hc_base.subs_code_388272003,hc_base.subs_code_388272003_hc_vs_substance_code
hc_base.subs_code_388274002,hc_base.subs_code_388274002_hc_vs_substance_code
hc_base.subs_code_388275001,hc_base.subs_code_388275001_hc_vs_substance_code
hc_base.subs_code_706988009,hc_base.subs_code_706988009_hc_vs_substance_code
hc_base.subs_code_388277009,hc_base.subs_code_388277009_hc_vs_substance_code
hc_base.subs_code_388242009,hc_base.subs_code_388242009_hc_vs_substance_code
hc_base.subs_code_388278004,hc_base.subs_code_388278004_hc_vs_substance_code
hc_base.subs_code_388279007,hc_base.subs_code_388279007_hc_vs_substance_code
hc_base.subs_code_388280005,hc_base.subs_code_388280005_hc_vs_substance_code
hc_base.subs_code_388283007,hc_base.subs_code_388283007_hc_vs_substance_code
hc_base.subs_code_388284001,hc_base.subs_code_388284001_hc_vs_substance_code
hc_base.subs_code_712782005,hc_base.subs_code_712782005_hc_vs_substance_code
hc_base.subs_code_388286004,hc_base.subs_code_388286004_hc_vs_substance_code
hc_base.subs_code_388250000,hc_base.subs_code_388250000_hc_vs_substance_code
hc_base.subs_code_388251001,hc_base.subs_code_388251001_hc_vs_substance_code
hc_base.subs_code_388287008,hc_base.subs_code_388287008_hc_vs_substance_code
hc_base.subs_code_388253003,hc_base.subs_code_388253003_hc_vs_substance_code
hc_base.subs_code_388255005,hc_base.subs_code_388255005_hc_vs_substance_code
hc_base.subs_code_387838000,hc_base.subs_code_387838000_hc_vs_substance_code
hc_base.subs_code_387875005,hc_base.subs_code_387875005_hc_vs_substance_code
hc_base.subs_code_387882009,hc_base.subs_code_387882009_hc_vs_substance_code
hc_base.subs_code_387866008,hc_base.subs_code_387866008_hc_vs_substance_code
hc_base.subs_code_387887003,hc_base.subs_code_387887003_hc_vs_substance_code
hc_base.subs_code_387880001,hc_base.subs_code_387880001_hc_vs_substance_code
hc_base.subs_code_387877002,hc_base.subs_code_387877002_hc_vs_substance_code
hc_base.subs_code_387864006,hc_base.subs_code_387864006_hc_vs_substance_code
hc_base.subs_code_387868009,hc_base.subs_code_387868009_hc_vs_substance_code
hc_base.subs_code_387886007,hc_base.subs_code_387886007_hc_vs_substance_code
hc_base.subs_code_387883004,hc_base.subs_code_387883004_hc_vs_substance_code
hc_base.subs_code_387870000,hc_base.subs_code_387870000_hc_vs_substance_code
hc_base.subs_code_387879004,hc_base.subs_code_387879004_hc_vs_substance_code
hc_base.subs_code_387863000,hc_base.subs_code_387863000_hc_vs_substance_code
hc_base.subs_code_387871001,hc_base.subs_code_387871001_hc_vs_substance_code
hc_base.subs_code_387862005,hc_base.subs_code_387862005_hc_vs_substance_code
hc_base.subs_code_387884005,hc_base.subs_code_387884005_hc_vs_substance_code
hc_base.subs_code_387872008,hc_base.subs_code_387872008_hc_vs_substance_code
hc_base.subs_code_387873003,hc_base.subs_code_387873003_hc_vs_substance_code
hc_base.subs_code_387874009,hc_base.subs_code_387874009_hc_vs_substance_code
hc_base.subs_code_387878007,hc_base.subs_code_387878007_hc_vs_substance_code
hc_base.subs_code_387876006,hc_base.subs_code_387876006_hc_vs_substance_code
hc_base.subs_code_387881002,hc_base.subs_code_387881002_hc_vs_substance_code
hc_base.subs_code_387885006,hc_base.subs_code_387885006_hc_vs_substance_code
hc_base.subs_code_387845000,hc_base.subs_code_387845000_hc_vs_substance_code
hc_base.subs_code_388352005,hc_base.subs_code_388352005_hc_vs_substance_code
hc_base.subs_code_388353000,hc_base.subs_code_388353000_hc_vs_substance_code
hc_base.subs_code_387849006,hc_base.subs_code_387849006_hc_vs_substance_code
hc_base.subs_code_388413004,hc_base.subs_code_388413004_hc_vs_substance_code
hc_base.subs_code_388405000,hc_base.subs_code_388405000_hc_vs_substance_code
hc_base.subs_code_388387005,hc_base.subs_code_388387005_hc_vs_substance_code
hc_base.subs_code_388227006,hc_base.subs_code_388227006_hc_vs_substance_code
hc_base.subs_code_388367009,hc_base.subs_code_388367009_hc_vs_substance_code
hc_base.subs_code_388403007,hc_base.subs_code_388403007_hc_vs_substance_code
hc_base.subs_code_388408003,hc_base.subs_code_388408003_hc_vs_substance_code
hc_base.subs_code_388395009,hc_base.subs_code_388395009_hc_vs_substance_code
hc_base.subs_code_388410001,hc_base.subs_code_388410001_hc_vs_substance_code
hc_base.subs_code_388388000,hc_base.subs_code_388388000_hc_vs_substance_code
hc_base.subs_code_388390004,hc_base.subs_code_388390004_hc_vs_substance_code
hc_base.subs_code_388407008,hc_base.subs_code_388407008_hc_vs_substance_code
hc_base.subs_code_388391000,hc_base.subs_code_388391000_hc_vs_substance_code
hc_base.subs_code_388447001,hc_base.subs_code_388447001_hc_vs_substance_code
hc_base.subs_code_388402002,hc_base.subs_code_388402002_hc_vs_substance_code
hc_base.subs_code_387843007,hc_base.subs_code_387843007_hc_vs_substance_code
hc_base.subs_code_707558001,hc_base.subs_code_707558001_hc_vs_substance_code
hc_base.subs_code_387844001,hc_base.subs_code_387844001_hc_vs_substance_code
hc_base.subs_code_388231000,hc_base.subs_code_388231000_hc_vs_substance_code
hc_base.subs_code_388232007,hc_base.subs_code_388232007_hc_vs_substance_code
hc_base.subs_code_388233002,hc_base.subs_code_388233002_hc_vs_substance_code
hc_base.subs_code_388234008,hc_base.subs_code_388234008_hc_vs_substance_code
hc_base.subs_code_388235009,hc_base.subs_code_388235009_hc_vs_substance_code
hc_base.subs_code_388236005,hc_base.subs_code_388236005_hc_vs_substance_code
hc_base.subs_code_388237001,hc_base.subs_code_388237001_hc_vs_substance_code
hc_base.subs_code_388238006,hc_base.subs_code_388238006_hc_vs_substance_code
hc_base.subs_code_388239003,hc_base.subs_code_388239003_hc_vs_substance_code
hc_base.subs_code_387853008,hc_base.subs_code_387853008_hc_vs_substance_code
hc_base.subs_code_388372000,hc_base.subs_code_388372000_hc_vs_substance_code
hc_base.subs_code_388354006,hc_base.subs_code_388354006_hc_vs_substance_code
hc_base.subs_code_388373005,hc_base.subs_code_388373005_hc_vs_substance_code
hc_base.subs_code_388374004,hc_base.subs_code_388374004_hc_vs_substance_code
hc_base.subs_code_388355007,hc_base.subs_code_388355007_hc_vs_substance_code
hc_base.subs_code_388356008,hc_base.subs_code_388356008_hc_vs_substance_code
hc_base.subs_code_388357004,hc_base.subs_code_388357004_hc_vs_substance_code
hc_base.subs_code_388358009,hc_base.subs_code_388358009_hc_vs_substance_code
hc_base.subs_code_388359001,hc_base.subs_code_388359001_hc_vs_substance_code
hc_base.subs_code_388360006,hc_base.subs_code_388360006_hc_vs_substance_code
hc_base.subs_code_388361005,hc_base.subs_code_388361005_hc_vs_substance_code
hc_base.subs_code_388365001,hc_base.subs_code_388365001_hc_vs_substance_code
hc_base.subs_code_388376002,hc_base.subs_code_388376002_hc_vs_substance_code
hc_base.subs_code_388364002,hc_base.subs_code_388364002_hc_vs_substance_code
hc_base.subs_code_388378001,hc_base.subs_code_388378001_hc_vs_substance_code
hc_base.subs_code_388380007,hc_base.subs_code_388380007_hc_vs_substance_code
hc_base.subs_code_388381006,hc_base.subs_code_388381006_hc_vs_substance_code
hc_base.subs_code_388382004,hc_base.subs_code_388382004_hc_vs_substance_code
hc_base.subs_code_412611009,hc_base.subs_code_412611009_hc_vs_substance_code
hc_base.subs_code_412622008,hc_base.subs_code_412622008_hc_vs_substance_code
hc_base.subs_code_412613007,hc_base.subs_code_412613007_hc_vs_substance_code
hc_base.subs_code_388383009,hc_base.subs_code_388383009_hc_vs_substance_code
hc_base.subs_code_388384003,hc_base.subs_code_388384003_hc_vs_substance_code
hc_base.subs_code_388385002,hc_base.subs_code_388385002_hc_vs_substance_code
hc_base.subs_code_388366000,hc_base.subs_code_388366000_hc_vs_substance_code
hc_base.subs_code_407139006,hc_base.subs_code_407139006_hc_vs_substance_code
hc_base.subs_code_407140008,hc_base.subs_code_407140008_hc_vs_substance_code
hc_base.subs_code_388362003,hc_base.subs_code_388362003_hc_vs_substance_code
hc_base.subs_code_388363008,hc_base.subs_code_388363008_hc_vs_substance_code
hc_base.subs_code_388386001,hc_base.subs_code_388386001_hc_vs_substance_code
hc_base.subs_code_388368004,hc_base.subs_code_388368004_hc_vs_substance_code
hc_base.subs_code_388369007,hc_base.subs_code_388369007_hc_vs_substance_code
hc_base.subs_code_388370008,hc_base.subs_code_388370008_hc_vs_substance_code
hc_base.subs_code_407133007,hc_base.subs_code_407133007_hc_vs_substance_code
hc_base.subs_code_388371007,hc_base.subs_code_388371007_hc_vs_substance_code
hc_base.subs_code_387850006,hc_base.subs_code_387850006_hc_vs_substance_code
hc_base.subs_code_388415006,hc_base.subs_code_388415006_hc_vs_substance_code
hc_base.subs_code_388416007,hc_base.subs_code_388416007_hc_vs_substance_code
hc_base.subs_code_388417003,hc_base.subs_code_388417003_hc_vs_substance_code
hc_base.subs_code_412624009,hc_base.subs_code_412624009_hc_vs_substance_code
hc_base.subs_code_707556002,hc_base.subs_code_707556002_hc_vs_substance_code
hc_base.subs_code_707557006,hc_base.subs_code_707557006_hc_vs_substance_code
hc_base.subs_code_708109005,hc_base.subs_code_708109005_hc_vs_substance_code
